,valence,compound
0,0.6191165000000001,0.158238
1,0.607005,0.183386
2,0.6009515000000001,0.184614
3,0.6024165,0.1881695
4,0.602035,0.17085899999999998
5,0.6126014999999999,0.163138
6,0.5935015,0.16165849999999998
7,0.5950865000000001,0.18106950000000002
8,0.6095065,0.133811
9,0.6269615000000001,0.0976975
10,0.6143814999999999,0.14697100000000002
11,0.6119465,0.1560045
12,0.6177715,0.17658250000000003
13,0.6065404999999999,0.1652805
14,0.6078665,0.14893600000000004
15,0.6033865,0.17353900000000003
16,0.6108315000000001,0.18562450000000003
17,0.6205865,0.1708695
18,0.6048880000000001,0.129808
19,0.6147875,0.13219
20,0.6125324999999999,0.12467500000000001
21,0.6138475,0.152529
22,0.6116125000000001,0.149334
23,0.6133700000000001,0.15824950000000002
24,0.6220300000000001,0.155105
25,0.616576,0.18009699999999998
26,0.616956,0.1793795
27,0.6128910000000001,0.193598
28,0.620406,0.195383
29,0.6181145000000001,0.199839
30,0.6230760000000001,0.18921799999999997
31,0.629551,0.16289749999999997
32,0.633076,0.1462525
33,0.637546,0.1811055
34,0.638286,0.201252
35,0.636861,0.17084049999999998
36,0.6285315,0.1328825
37,0.6275565000000001,0.132352
38,0.6295515,0.1314925
39,0.638236,0.13871050000000001
40,0.6353525000000001,0.15473900000000002
41,0.6338425,0.1720295
42,0.6405905000000002,0.17113399999999998
43,0.6391605000000001,0.173274
44,0.6418504999999999,0.15014399999999997
45,0.6470855,0.17454150000000002
46,0.6472155,0.17177999999999996
47,0.6522605000000001,0.183316
48,0.6454605,0.180619
49,0.6491055,0.169011
50,0.6407465000000001,0.1823285
51,0.6511525,0.146054
52,0.663015,0.134474
53,0.6452704999999999,0.15106999999999998
54,0.6413765000000001,0.1755355
55,0.650254,0.14670450000000002
56,0.647619,0.1160605
57,0.6449000000000001,0.1000655
58,0.644725,0.109787
59,0.6488945000000002,0.1021295
60,0.6536685,0.0985875
61,0.6331345,0.09350349999999999
62,0.6442610000000001,0.1172825
63,0.6387510000000001,0.13701750000000001
64,0.632866,0.127436
65,0.644251,0.17258050000000005
66,0.6412059999999999,0.16999000000000003
67,0.6404510000000001,0.13636600000000001
68,0.630836,0.14287750000000002
69,0.6282505,0.1485785
70,0.6275185000000001,0.1804475
71,0.6148585,0.16831699999999997
72,0.6157723618090453,0.14925477386934674
73,0.6141492462311557,0.16136733668341707
74,0.6010291457286433,0.12325628140703516
75,0.6206785,0.1185125
76,0.6161735,0.1222015
77,0.6198440000000001,0.1356125
78,0.619534,0.10333500000000001
79,0.6227935,0.08052799999999999
80,0.635676,0.11435950000000002
81,0.634811,0.0835425
82,0.611721,0.11057750000000001
83,0.6258535,0.11554799999999998
84,0.6262285,0.11478450000000001
85,0.6259435000000001,0.11426650000000001
86,0.622541,0.1161735
87,0.6326709999999999,0.11901100000000002
88,0.64244,0.0889105
89,0.629481,0.12007800000000002
90,0.6374609999999999,0.155858
91,0.6321045000000001,0.15355200000000002
92,0.6301260000000001,0.1482255
93,0.6439900000000001,0.137759
94,0.6284495,0.14969599999999997
95,0.6297835,0.1540205
96,0.6289065,0.16785049999999999
97,0.6352145,0.15130000000000002
98,0.6436135000000001,0.1272865
99,0.6481534999999999,0.1406605
100,0.6577885000000001,0.1145425
101,0.652195,0.11065350000000002
102,0.6664250000000002,0.08908200000000002
103,0.6701708542713567,0.058352261306532684
104,0.6881356783919598,0.016081407035175892
105,0.6871105527638192,0.04619748743718594
106,0.6729236180904521,0.09774924623115577
107,0.6693356783919596,0.07424120603015076
108,0.6766990000000002,0.1098625
109,0.676009,0.07414199999999999
110,0.676219,0.09497100000000001
111,0.690205,0.12191849999999999
112,0.672706,0.11656850000000002
113,0.665111,0.1520185
114,0.6657959999999999,0.15343600000000002
115,0.6585659999999999,0.1403985
116,0.659606,0.2172055
117,0.664091,0.179412
118,0.6630510000000001,0.161324
119,0.676436,0.13833700000000002
120,0.6732560000000001,0.13892249999999998
121,0.682111,0.1625205
122,0.6763429999999999,0.16449199999999997
123,0.674461,0.15859100000000004
124,0.676446,0.133584
125,0.6417665000000001,0.104246
126,0.6596995,0.132287
127,0.6533104999999999,0.1377325
128,0.6578844999999999,0.135455
129,0.6665155,0.13337300000000002
130,0.6821545,0.11810649999999999
131,0.6901195,0.127291
132,0.6920445,0.11567949999999999
133,0.6849745,0.1220035
134,0.6945195,0.144112
135,0.6829445,0.1379815
136,0.6944995,0.1108835
137,0.6756145000000001,0.126276
138,0.6807795,0.0978265
139,0.6739445000000001,0.125587
140,0.6817495,0.07594300000000001
141,0.6646595,0.1359145
142,0.6570445,0.09279799999999999
143,0.6602595,0.0964995
144,0.6561595,0.095221
145,0.6611495,0.09799100000000001
146,0.6444794999999999,0.0684915
147,0.64937,0.0678615
148,0.659,0.056614500000000005
149,0.63095,0.076398
150,0.64097,0.06589749999999998
151,0.6372950000000001,0.08363300000000001
152,0.64586,0.060923
153,0.6491499999999999,0.056481500000000004
154,0.6649269662921349,0.03630150000000001
155,0.6632694610778442,0.025101
156,0.6707844311377247,0.011824
157,0.6722760736196319,-0.007776500000000002
